"","STATE","YEAR","MONTH","coal_gen","hydro_gen","gas_gen","other_gen","petro_gen","solar_gen","biomass_gen","wind_gen","nuclear_gen","other_gas_gen","pump_gen"
"2066","ND",2022,2,1999883,153904,104638,1561,3612,0,0,1398503,0,2971,0
"2067","ND",2022,3,1974143,167658,78203,1075,3111,0,0,1633249,0,2201,0
"2068","ND",2022,4,1394674,125669,74543,815,2661,0,0,1644648,0,2382,0
"2069","ND",2022,5,1782558,158204,78470,1267,2271,0,0,1441875,0,2687,0
"2070","ND",2022,6,2131023,188783,125873,1255,2278,0,0,1142612,0,2658,0
"2071","ND",2022,7,2553950,180331,188084,1172,1068,0,0,959329,0,3065,0
"2072","ND",2022,8,2440576,151400,191795,1251,1602,0,0,1077591,0,2239,0
"2073","ND",2022,9,2019910,116201,135895,1152,1595,0,0,1306015,0,2385,0
"2074","ND",2022,10,1961122,100999,136866,1210,2910,0,0,1333674,0,2404,0
"2075","ND",2022,11,1858207,127411,81872,1126,3446,0,0,1519801,0,2194,0
"2076","ND",2022,12,2267750,141963,124216,1107,2781,0,0,1234752,0,1890,0
"2077","ND",2023,1,2350886,124612,144774,975,3238,0,0,1190473,0,2106,0
"2078","ND",2023,2,1993191,112528,125349,588,5983,0,0,1537995,0,1838,0
"2079","ND",2023,3,1787927,110153,153741,814,6536,0,0,1486960,0,1789,0
"2080","ND",2023,4,1249266,95568,137300,347,8033,0,0,1594097,0,1858,0
"2081","ND",2023,5,1428390,204368,127187,800,3574,0,0,1162377,0,2254,0
"2082","ND",2023,6,1726580,139540,185046,1195,3192,0,0,786383,0,2650,0
"2083","ND",2023,7,2329429,128424,232503,1044,3452,0,0,813438,0,2340,0
"2084","ND",2023,8,2032664,121713,230540,1457,1632,0,0,934080,0,2321,0
"2085","ND",2023,9,1916710,85121,174187,900,3873,0,0,962288,0,1910,0
"2086","ND",2023,10,1696430,89685,176702,857,3772,0,0,1326353,0,1379,0
"2087","ND",2023,11,1961901,116325,155368,914,4386,0,0,1465668,0,1533,0
"2088","ND",2023,12,2034569,118224,167670,794,5875,0,0,1426315,0,1441,0
"2089","NE",2018,1,1956740,90928,27958,0,1873,1321,7123,561824,600802,0,0
"2090","NE",2018,2,1802024,82017,24284,0,1012,1546,6242,461357,520240,0,0
"2091","NE",2018,3,1879574,93546,45329,0,928,2474,7352,523161,470665,0,0
"2092","NE",2018,4,1558011,111669,35958,0,1214,3000,7499,486835,575176,0,0
"2093","NE",2018,5,1692199,94799,143174,0,1084,3240,8634,390556,543813,0,0
"2094","NE",2018,6,2078865,101523,119167,0,1348,3099,8167,468162,459047,0,0
"2095","NE",2018,7,2345517,167512,171574,0,630,3696,8643,305364,574976,0,0
"2096","NE",2018,8,2173135,78800,115446,0,779,2850,8656,355165,574741,0,0
"2097","NE",2018,9,1932972,94266,43767,0,837,2306,7745,465944,484688,0,0
"2098","NE",2018,10,2013109,161649,123318,0,1122,1718,7309,463784,0,0,0
"2099","NE",2018,11,1925156,157937,79738,0,823,1024,8035,460901,230947,0,0
"2100","NE",2018,12,1947908,147426,35077,0,822,838,7908,606054,597045,0,0
"2101","NE",2019,1,2026075,143200,25096,0,2187,1316,8603,524262,599741,0,0
"2102","NE",2019,2,1800885,83228,68439,0,1821,991,7573,489863,535889,0,0
"2103","NE",2019,3,1636713,144317,68459,0,2019,2472,7527,667864,594028,0,0
"2104","NE",2019,4,1226198,143691,89917,0,881,3046,7080,687050,571805,0,0
"2105","NE",2019,5,905008,166625,195170,0,2178,3637,7105,574333,588606,0,0
"2106","NE",2019,6,1806426,138739,145865,0,1585,4118,6502,480824,562395,0,0
"2107","NE",2019,7,2136517,96264,192274,0,593,4179,6128,488566,577309,0,0
"2108","NE",2019,8,2034559,71813,226234,0,787,3697,5420,412386,578535,0,0
"2109","NE",2019,9,1828946,81207,111296,0,1003,2922,7202,645904,568007,0,0
"2110","NE",2019,10,1406075,87388,36124,0,1139,2203,7180,769408,599121,0,0
"2111","NE",2019,11,1638613,87064,35992,0,954,1370,7232,746618,576456,0,0
"2112","NE",2019,12,1939408,96716,81991,0,1021,1755,6966,724014,599708,0,0
"2113","NE",2020,1,1928080,173364,141271,0,1363,1501,7149,723570,599017,0,0
"2114","NE",2020,2,1676334,157160,88427,0,931,3712,7921,762997,555268,0,0
"2115","NE",2020,3,1486635,127848,61629,0,944,4426,7209,737098,589733,0,0
"2116","NE",2020,4,1167628,169818,52402,0,973,5917,8029,713308,576023,0,0
"2117","NE",2020,5,1416099,129053,55890,0,1100,5840,8252,616986,588370,0,0
"2118","NE",2020,6,1545423,136705,155738,0,1706,6725,7634,790653,562035,0,0
"2119","NE",2020,7,2112555,114564,212234,0,741,6519,8081,622642,569903,0,0
"2120","NE",2020,8,1771606,90278,126235,0,1079,6430,7949,740312,556024,0,0
"2121","NE",2020,9,1295635,56508,80296,0,922,4600,6619,804985,415826,0,0
"2122","NE",2020,10,1465277,63258,120947,0,1319,3360,7372,826245,73061,0,0
"2123","NE",2020,11,1220149,84615,54173,0,1712,2636,6866,887109,520871,0,0
"2124","NE",2020,12,1703227,86917,59468,0,1244,1942,6620,889438,582420,0,0
"2125","NE",2021,1,1586871,113923,70435,0,2534,2116,7918,719814,593104,0,0
"2126","NE",2021,2,1597606,94792,149522,0,18339,3128,6400,510765,537796,0,0
"2127","NE",2021,3,859029,90911,47656,0,3322,4951,6472,890704,593538,0,0
"2128","NE",2021,4,849501,80190,78843,0,2665,5272,7245,957444,572048,0,0
"2129","NE",2021,5,1216319,99348,42536,0,2614,6029,8140,800275,581317,0,0
"2130","NE",2021,6,2037776,106967,158125,-4,4459,8052,8001,602770,557635,0,0
"2131","NE",2021,7,2389927,95241,192375,-3,2884,7906,7944,580355,572827,0,0
"2132","NE",2021,8,2140472,89868,168428,-4,2538,7644,9362,764056,571013,0,0
"2133","NE",2021,9,1751859,73712,44689,-4,2437,6362,8314,783408,564009,0,0
"2134","NE",2021,10,1544363,75640,58532,-4,3811,3848,6679,874378,590923,0,0
"2135","NE",2021,11,1396470,88652,89103,-4,3801,2896,8270,972911,549176,0,0
"2136","NE",2021,12,1563423,113913,73119,-4,5727,2318,7729,1135158,597236,0,0
"2137","NE",2022,1,1773017,105586,31511,-9,2705,3069,8695,1074050,595610,0,0
"2138","NE",2022,2,1570277,90841,33266,-8,2720,4312,7527,1063908,528070,0,0
"2139","NE",2022,3,1385158,98960,25016,-8,1707,5776,7842,1301136,587760,0,0
"2140","NE",2022,4,833104,74175,32845,-6,1157,5436,7934,1250225,565386,0,0
"2141","NE",2022,5,1573190,93379,91676,-10,3809,7056,8982,903168,578905,0,0
"2142","NE",2022,6,2131565,111429,138153,-10,2266,8979,7619,858410,551877,0,0
"2143","NE",2022,7,2316706,106440,326311,-9,4562,8589,7154,749854,540847,0,0
"2144","NE",2022,8,2356228,89363,279433,-10,3993,8047,6799,779164,474456,0,0
"2145","NE",2022,9,1257736,68587,145896,-9,2605,9106,6793,921485,405669,0,0
"2146","NE",2022,10,1619325,59614,71114,-9,2309,7086,5704,1054621,8556,0,0
"2147","NE",2022,11,1423299,75204,30740,-9,1896,3982,6923,1418395,274432,0,0
"2148","NE",2022,12,1705664,83793,54221,-9,5381,2380,6538,1239645,506936,0,0
"2149","NE",2023,1,1897642,74612,76559,0,3264,4216,8176,1058532,600694,0,0
"2150","NE",2023,2,1239719,67205,52389,0,2724,4970,6787,1266826,534363,0,0
"2151","NE",2023,3,1294052,64531,78189,0,2753,6461,7288,1227623,593680,0,0
"2152","NE",2023,4,676496,55057,169965,0,3329,7865,6545,1484152,573446,0,0
"2153","NE",2023,5,1291052,119050,218685,0,4463,8874,8087,980726,576057,0,0
"2154","NE",2023,6,1613404,80748,300007,0,3265,9012,7808,631317,561847,0,0
"2155","NE",2023,7,1831316,74913,381442,0,2371,9344,7787,552457,577255,0,0
"2156","NE",2023,8,1955825,72163,395845,0,2946,8711,7809,770783,573143,0,0
"2157","NE",2023,9,1764789,49434,206072,0,2806,7520,7435,792654,567103,0,0
"2158","NE",2023,10,1300842,52606,226603,0,3256,6630,7034,1013302,592743,0,0
"2159","NE",2023,11,1429209,69268,113365,0,2644,4790,7005,1098594,575390,0,0
"2160","NE",2023,12,1629211,70404,124570,0,4019,3969,6872,1073879,600332,0,0
"2161","NH",2018,1,237606,117492,124771,4192,141759,0,10673,45951,930613,0,0
"2162","NH",2018,2,85868,125735,31058,3876,3158,0,11294,37957,840633,0,0
"2163","NH",2018,3,37866,139334,36146,3114,2707,0,11570,46750,929256,0,0
"2164","NH",2018,4,84233,167044,89009,4212,2189,0,11862,33059,900810,0,0
"2165","NH",2018,5,1547,136332,115486,3965,1417,0,9861,29727,931139,0,0
"2166","NH",2018,6,13744,62200,421965,4143,1444,0,8945,25530,900493,0,0
"2167","NH",2018,7,36157,53752,581043,4150,5422,0,12121,21527,929824,0,0
"2168","NH",2018,8,31536,74093,578662,3485,3994,0,11669,17969,927694,0,0
"2169","NH",2018,9,14520,71080,302694,4212,1233,0,12457,23020,881873,0,0
"2170","NH",2018,10,246,105943,458255,4439,1202,0,13378,42321,62127,0,0
"2171","NH",2018,11,30882,145801,185766,4116,11384,0,12123,40597,899007,0,0
"2172","NH",2018,12,86103,156182,66684,3773,2172,0,12502,42250,928227,0,0
"2173","NH",2019,1,120824,162854,172446,4951,3494,0,12260,42440,927928,0,0
"2174","NH",2019,2,24202,151256,84460,4081,4048,0,10800,45819,837893,0,0
"2175","NH",2019,3,25560,159644,215005,5036,2468,0,12390,47026,927070,0,0
"2176","NH",2019,4,225,173103,258854,4666,1966,0,12027,43525,899150,0,0
"2177","NH",2019,5,475,183894,37658,2349,907,0,8692,27863,928832,0,0
"2178","NH",2019,6,35383,131014,348548,4805,1063,0,11343,25596,898058,0,0
"2179","NH",2019,7,34339,79561,601598,5036,2833,0,9297,19943,927354,0,0
"2180","NH",2019,8,15620,44748,547134,5005,989,0,12337,18982,926201,0,0
"2181","NH",2019,9,12338,39766,318404,4343,777,0,11573,27690,894269,0,0
"2182","NH",2019,10,6477,86788,491893,4582,1793,0,11991,35474,926621,0,0
"2183","NH",2019,11,20632,105849,233316,4959,3531,0,12457,44015,885497,0,0
"2184","NH",2019,12,46940,143567,273200,4828,6220,0,8119,55032,928050,0,0
"2185","NH",2020,1,23643,141092,280884,4158,2068,159,8602,50212,928053,0,0
"2186","NH",2020,2,25459,120247,210505,4635,2523,218,11717,38734,868306,0,0
"2187","NH",2020,3,0,164093,178963,4997,1440,350,12217,55829,917653,0,0
"2188","NH",2020,4,0,177047,239177,4605,1061,348,10432,54963,56214,0,0
"2189","NH",2020,5,311,159551,158700,3634,1126,491,9197,49795,855391,0,0
"2190","NH",2020,6,6089,52809,403371,4782,2629,472,10267,29219,732887,0,0
"2191","NH",2020,7,0,67077,622432,4928,1061,472,11577,24333,927487,0,0
"2192","NH",2020,8,0,36266,442768,4797,662,410,11765,26856,926703,0,0
"2193","NH",2020,9,0,20644,425846,4104,652,372,10930,36248,896511,0,0
"2194","NH",2020,10,3869,76783,342104,5013,1426,262,12282,42683,928340,0,0
"2195","NH",2020,11,5950,90539,225822,4974,2335,197,11957,60176,899423,0,0
"2196","NH",2020,12,63162,122122,107440,4951,24704,123,11727,55824,928228,0,0
"2197","NH",2021,1,36440,102587,287573,4420,9514,173,11628,44370,927671,0,0
"2198","NH",2021,2,134776,65895,327206,4689,21241,143,10884,41220,838377,0,0
"2199","NH",2021,3,45045,101493,102747,5067,1573,393,12861,67571,927417,0,0
"2200","NH",2021,4,0,125214,215619,4982,1129,340,11677,46257,899157,0,0
"2201","NH",2021,5,0,96059,315401,3342,1117,442,10061,42284,928624,0,0
"2202","NH",2021,6,18890,42572,493319,4789,4269,460,10461,39530,898816,0,0
"2203","NH",2021,7,13026,84792,563449,4797,711,370,11863,27777,926509,0,0
"2204","NH",2021,8,20521,59366,611152,4782,1886,405,12172,17999,925835,0,0
"2205","NH",2021,9,0,68358,553978,4189,564,341,11616,37333,895720,0,0
"2206","NH",2021,10,0,73362,577411,4720,885,257,12267,36638,26952,0,0
"2207","NH",2021,11,0,103619,223127,4797,1415,241,11867,48704,732471,0,0
"2208","NH",2021,12,15465,101688,195094,4743,25667,122,12732,54547,928568,0,0
"2209","NH",2022,1,149400,92209,214487,3919,289122,123,12336,47196,928237,0,0
"2210","NH",2022,2,87389,114046,192817,3411,34804,180,11008,50425,838502,0,0
"2211","NH",2022,3,7652,167266,245365,4697,1451,323,12408,57015,926877,0,0
"2212","NH",2022,4,0,191580,425520,4451,1115,387,12170,51117,898677,0,0
"2213","NH",2022,5,3511,139613,515741,3558,1791,476,10100,28555,929014,0,0
"2214","NH",2022,6,0,65840,535630,4820,553,457,12352,30666,897880,0,0
"2215","NH",2022,7,11734,37477,593490,4474,8891,502,12158,35379,927660,0,0
"2216","NH",2022,8,17168,32843,655581,4389,3584,436,12269,22315,922448,0,0
"2217","NH",2022,9,0,61370,426757,3973,449,356,11729,31416,896600,0,0
"2218","NH",2022,10,0,80432,367216,4404,981,304,12259,27485,927418,0,0
"2219","NH",2022,11,0,89331,122693,4004,1555,221,11461,53066,899985,0,0
"2220","NH",2022,12,28602,129285,206626,3758,101055,143,11121,47687,928230,0,0
"2221","NH",2023,1,23219,143654,219019,3465,1897,200,11814,29047,928464,0,0
"2222","NH",2023,2,76798,107873,150196,4351,42331,221,11304,27765,837889,0,0
"2223","NH",2023,3,286,124881,240242,4643,1575,311,12727,54860,924540,0,0
"2224","NH",2023,4,0,94430,506436,4512,970,327,11872,43891,2,0,0
"2225","NH",2023,5,0,93337,263401,3635,676,392,10552,44487,628777,0,0
"2226","NH",2023,6,0,37608,498659,4697,694,385,11425,19042,898790,0,0
"2227","NH",2023,7,12043,100772,641610,4636,2882,415,12516,18833,888108,0,0
"2228","NH",2023,8,0,107186,459619,3627,590,396,11904,31152,778916,0,0
"2229","NH",2023,9,0,95409,426842,4520,1920,334,11949,20467,896929,0,0
"2230","NH",2023,10,18390,157499,391290,4697,980,300,12673,36897,928520,0,0
"2231","NH",2023,11,5522,90918,202031,3973,1514,228,10844,45600,895304,0,0
"2232","NH",2023,12,23882,108728,226203,4335,2624,182,12655,39303,928542,0,0
"2233","NJ",2018,1,203095,1360,1903855,54689,258500,56892,84617,2615,3114377,19191,-10402
"2234","NJ",2018,2,84126,3191,2610766,40100,6963,53532,73684,2463,2824059,17880,-8327
"2235","NJ",2018,3,87834,4529,3092648,44944,4572,88607,81326,1808,3097684,19832,-12269
"2236","NJ",2018,4,98432,5009,2882934,45554,3156,88860,82531,2103,2450127,18459,-6258
"2237","NJ",2018,5,54446,3657,2823191,45986,22705,104036,80294,1849,2630562,16213,-13298
"2238","NJ",2018,6,92100,821,3203191,44122,11307,116868,78705,1402,2928075,15760,-19804
"2239","NJ",2018,7,102920,895,4749021,45623,8595,123931,78360,1328,2937806,16872,-21668
"2240","NJ",2018,8,118902,3912,4683128,44956,8905,109744,81530,1293,2849157,17091,-19240
"2241","NJ",2018,9,91951,1683,3987469,41787,7412,74141,72879,1414,2382741,15774,-3318
"2242","NJ",2018,10,78656,3541,3212187,46997,7915,68670,75756,2076,1945563,17566,-44
"2243","NJ",2018,11,82056,3395,2727899,44676,7818,54085,66283,2140,2177310,17943,-208
"2244","NJ",2018,12,98770,3545,2987204,52482,14517,51056,78966,2105,2644645,19467,-266
"2245","NJ",2019,1,107286,3383,2918888,58277,49253,62667,75995,2330,2630613,19710,-2180
"2246","NJ",2019,2,90341,2518,2899610,43613,7198,75171,64459,2025,2368972,17825,-8097
"2247","NJ",2019,3,90267,4896,2762221,42325,5884,105939,60675,2307,2359514,19499,-11082
"2248","NJ",2019,4,80253,3618,3203496,47709,6157,100993,69204,2228,1840476,16860,-8957
"2249","NJ",2019,5,77600,4984,2811340,51153,7599,110260,64140,1536,1739299,11843,-5614
"2250","NJ",2019,6,86679,2822,3470020,51647,5739,125501,65870,1639,1963831,18020,-15377
"2251","NJ",2019,7,90164,1512,4658078,50034,6706,141982,67646,1161,2512605,18720,-15744
"2252","NJ",2019,8,83679,0,4357483,55892,6943,127301,68399,1213,2298080,18807,-14045
"2253","NJ",2019,9,89480,14,3462096,51914,7003,111119,61732,1332,2316900,18126,-6007
"2254","NJ",2019,10,83529,288,3375920,54479,7375,79738,66618,1945,2031542,19205,0
"2255","NJ",2019,11,78873,1080,3282086,54137,14042,76470,63346,1872,1920624,17775,-132
"2256","NJ",2019,12,83379,1353,3247893,54547,18523,47580,68823,2408,2654868,19987,-6594
"2257","NJ",2020,1,79136,907,2499643,56917,6642,67509,69590,2093,2661496,20078,-9015
"2258","NJ",2020,2,76912,2448,2189510,43977,17597,75849,59706,1651,2359862,18076,-8191
"2259","NJ",2020,3,79631,1715,2219705,49319,6729,110179,62840,2053,1887481,20070,-5571
"2260","NJ",2020,4,78049,3413,2015611,44020,1007,114575,55015,2422,1972695,16400,-23229
"2261","NJ",2020,5,69825,2520,1700105,49859,1013,150513,68216,1654,2102953,14099,-5696
"2262","NJ",2020,6,74468,230,2835083,46387,692,158732,61028,1356,2511881,13698,-9968
"2263","NJ",2020,7,79652,518,4338099,49947,2474,151586,63962,844,2559745,15726,-20526
"2264","NJ",2020,8,87738,302,3800032,48451,6363,130974,62709,1093,2538790,14934,-14656
"2265","NJ",2020,9,86644,17,2390954,48907,6218,121311,59816,1256,2520464,15094,368
"2266","NJ",2020,10,78345,147,2641484,52265,7845,87599,61454,1463,1808933,18695,-582
"2267","NJ",2020,11,46960,821,2323651,48135,7570,80471,53796,1859,1713405,18562,-6908
"2268","NJ",2020,12,79358,2318,1677103,51881,2443,55730,58118,2271,2100553,11664,-5931
"2269","NJ",2021,1,79891,2756,1574854,58182,4912,71210,68213,1801,2660951,17963,-7130
"2270","NJ",2021,2,114402,1325,1801972,42299,15218,42493,52547,2161,2359840,6933,-7880
"2271","NJ",2021,3,79116,4029,1617568,57725,1832,139062,67064,2414,2495236,6214,-4123
"2272","NJ",2021,4,78043,2369,1904124,53876,668,137371,63161,1857,2125304,4535,-19770
"2273","NJ",2021,5,37878,825,2002174,49396,419,156257,55140,1535,2050483,8823,-8624
"2274","NJ",2021,6,70973,1122,2968222,44613,1731,160174,56292,1330,2384953,7066,-5865
"2275","NJ",2021,7,103419,962,3593453,46141,1724,154437,53612,1023,2433948,5962,-15576
"2276","NJ",2021,8,135199,701,3815516,47722,1214,135252,60004,764,2575499,6517,-16230
"2277","NJ",2021,9,128216,1767,2652113,45853,1758,122187,59313,1392,2437796,6119,-8573
"2278","NJ",2021,10,48522,430,3144504,46346,670,97910,60023,1868,1775709,7204,-10142
"2279","NJ",2021,11,68959,1800,2547675,48741,3612,84840,53137,1970,2191864,7124,-8050
"2280","NJ",2021,12,81676,138,1920641,49244,3225,76656,59260,1614,2650516,7511,-8114
"2281","NJ",2022,1,197206,1017,1514542,46146,20884,78179,56501,2370,2653510,10169,-10477
"2282","NJ",2022,2,89268,1772,1970634,41595,987,95150,52797,2069,2403192,8569,-7152
"2283","NJ",2022,3,85535,1849,2034806,46228,1770,127451,60262,2122,2645090,8709,-7012
"2284","NJ",2022,4,51402,0,2270614,44290,1540,151505,55769,2231,1931737,11157,-6719
"2285","NJ",2022,5,66410,0,2487394,46357,869,155330,53437,2000,2095105,11039,-9550
"2286","NJ",2022,6,7963,0,3300818,44404,4417,160041,56565,1311,2340012,8732,-20472
"2287","NJ",2022,7,0,0,4847299,41837,3387,163429,56349,1329,2552017,9050,-26221
"2288","NJ",2022,8,0,0,4683620,44884,4882,168182,58463,1016,2522977,9557,-26013
"2289","NJ",2022,9,0,0,3111509,40767,788,141065,54973,1401,2319600,10408,-11086
"2290","NJ",2022,10,0,0,2604395,31779,1908,115382,46800,1791,1737534,11245,0
"2291","NJ",2022,11,0,0,2440220,45929,4950,92585,55460,1889,2511649,10251,0
"2292","NJ",2022,12,0,588,2128474,44762,91547,70195,56090,2100,2606377,10976,-11152
"2293","NJ",2023,1,0,1461,2251857,38139,4061,86156,53616,2019,2664918,15601,-7309
"2294","NJ",2023,2,0,848,1512577,33592,15198,95510,48124,1964,2397549,10736,-7017
"2295","NJ",2023,3,0,1249,1913074,43525,1502,137642,58899,2139,2574707,10918,-8749
"2296","NJ",2023,4,0,403,2417978,48079,17483,140924,60925,1838,1743737,12319,-10571
"2297","NJ",2023,5,0,479,2711220,46774,701,171752,53677,1314,2445705,11010,-14480
"2298","NJ",2023,6,0,233,2794656,49234,902,166769,60128,1446,2523351,10552,-20157
"2299","NJ",2023,7,0,2113,4473847,46450,838,181496,57139,902,2551706,19175,-24556
"2300","NJ",2023,8,0,702,3778780,43539,1020,174753,53476,1146,2566556,12556,-21977
"2301","NJ",2023,9,0,1173,2828262,43379,878,146854,51199,1589,2447793,12329,-17264
"2302","NJ",2023,10,0,1586,2784386,53416,1059,133691,59241,1108,1781160,16432,-5257
"2303","NJ",2023,11,0,713,3022817,52696,829,103925,52831,1560,2200276,9785,-13540
"2304","NJ",2023,12,0,656,2524741,55633,3004,81388,62693,1413,2438016,19954,-14339
"2305","NM",2018,1,796997,11287,619572,-61,1531,68114,1913,531887,0,0,0
"2306","NM",2018,2,530938,12189,673177,-55,1420,80598,1876,552620,0,0,0
"2307","NM",2018,3,839324,13962,781986,-58,878,105166,2070,607798,0,0,0
"2308","NM",2018,4,802777,14472,929718,-55,1053,128517,1994,667906,0,0,0
"2309","NM",2018,5,872152,14709,1028178,-57,1170,150198,1738,511984,0,0,0
"2310","NM",2018,6,1004116,14466,1154661,-58,935,159113,950,521130,0,0,0
"2311","NM",2018,7,1468651,13864,1267640,-63,2447,139440,1720,334043,0,0,0
"2312","NM",2018,8,1381026,13611,1260332,-57,1767,138906,1739,372787,0,0,0
"2313","NM",2018,9,1259673,11151,1095831,-57,2311,132559,1664,405915,0,0,0
"2314","NM",2018,10,1367045,10290,796233,-61,3637,99738,1712,471280,0,0,0
"2315","NM",2018,11,1555346,9875,943651,-67,2100,84586,1897,561330,0,0,0
"2316","NM",2018,12,1523488,9670,1077198,-82,1489,61640,1883,552872,0,0,0
"2317","NM",2019,1,1392343,11402,877483,-150,17612,69256,2202,542134,0,0,0
"2318","NM",2019,2,1413403,11969,898479,-74,13624,73368,1865,600339,0,0,0
"2319","NM",2019,3,684725,13333,804923,-75,15109,109082,1976,550886,0,0,0
"2320","NM",2019,4,946365,14441,857005,-71,12378,128010,1950,578291,0,0,0
"2321","NM",2019,5,875902,15267,852466,-73,21097,137139,1742,590840,0,0,0
"2322","NM",2019,6,1351241,15195,899477,-72,12955,155511,1808,516368,0,0,0
"2323","NM",2019,7,1533893,16764,1200547,-70,14544,146557,1851,492461,0,0,0
"2324","NM",2019,8,1552494,15985,1415027,-75,11865,148152,1711,468781,0,0,0
"2325","NM",2019,9,1373086,12797,1114007,-41,14288,126755,1795,573340,0,0,0
"2326","NM",2019,10,1247942,11344,985322,-33,11139,125747,1864,628986,0,0,0
"2327","NM",2019,11,1245881,10585,812080,-34,13661,78865,1853,660949,0,0,0
"2328","NM",2019,12,1074391,9098,1086376,-32,25330,67459,1965,688713,0,0,0
"2329","NM",2020,1,1337645,14347,1004614,-34,3603,99069,2244,696391,0,0,0
"2330","NM",2020,2,989369,15111,907242,-88,3459,104281,2055,629963,0,0,0
"2331","NM",2020,3,730704,15722,970443,-114,2218,119156,2231,737685,0,0,0
"2332","NM",2020,4,703246,17687,935589,-304,2283,165762,2108,679286,0,0,0
"2333","NM",2020,5,757870,20119,914467,-28,1459,185994,2050,657340,0,0,0
"2334","NM",2020,6,1169741,19597,909479,-28,748,187574,1964,759304,0,0,0
"2335","NM",2020,7,1505788,19857,1297644,-34,2182,183644,1833,436658,0,0,0
"2336","NM",2020,8,1420819,19992,1340002,-12,3074,174453,2114,479914,0,0,0
"2337","NM",2020,9,1454190,14522,1131701,-21,2517,154831,2030,491127,0,0,0
"2338","NM",2020,10,942662,15887,924501,-23,2667,147618,1789,264583,0,0,0
"2339","NM",2020,11,619739,15486,824622,-34,4955,117498,2167,692743,0,0,0
"2340","NM",2020,12,1156411,14381,841604,-42,3353,108723,2388,699184,0,0,0
"2341","NM",2021,1,1335667,10364,885503,-42,1758,102918,2450,774990,0,0,0
"2342","NM",2021,2,782420,9416,722116,-105,2395,120361,2130,757694,0,0,0
"2343","NM",2021,3,710825,12220,766890,-32,2428,150507,2559,987312,0,0,0
"2344","NM",2021,4,566259,12323,663645,-22,2872,160491,2251,895790,0,0,0
"2345","NM",2021,5,600875,12596,923310,-29,2300,180779,1970,960099,0,0,0
"2346","NM",2021,6,1275780,11643,1082426,-25,2675,178825,2031,765519,0,0,0
"2347","NM",2021,7,1162312,11671,1147422,-14,3524,181108,2181,490673,0,0,0
"2348","NM",2021,8,1432421,11060,1119682,-17,3002,170849,2076,667939,0,0,0
"2349","NM",2021,9,1197939,8766,895508,-10,3124,158224,1907,838683,0,0,0
"2350","NM",2021,10,972693,7442,611742,-11,4336,152915,2008,863364,0,0,0
"2351","NM",2021,11,1149686,7684,610416,-11,3426,103593,1915,1065344,0,0,0
"2352","NM",2021,12,1349441,7677,664530,-28,1339,89239,2205,1513328,0,0,0
"2353","NM",2022,1,1432578,10491,706211,-24,2124,111838,1440,1372865,0,0,0
"2354","NM",2022,2,852570,9082,663654,-18,2097,125430,1459,1280422,0,0,0
"2355","NM",2022,3,887490,12098,600966,-34,3102,148674,1655,1262378,0,0,0
"2356","NM",2022,4,953481,11420,496948,-26,1352,206902,1462,1591670,0,0,0
"2357","NM",2022,5,1228175,12895,796472,-30,1778,235036,1207,1381061,0,0,0
"2358","NM",2022,6,1450739,11489,843835,-10,2076,201215,1043,1197656,0,0,0
"2359","NM",2022,7,1064908,12176,1231297,-13,1948,217778,1224,820340,0,0,0
"2360","NM",2022,8,1297341,10095,1256257,-15,1325,182548,1453,672067,0,0,0
"2361","NM",2022,9,1176278,8174,1099583,-14,1687,184780,1361,965611,0,0,0
"2362","NM",2022,10,1013858,6679,1044025,-15,475,137622,1535,962951,0,0,0
"2363","NM",2022,11,934624,8863,1011120,-64,557,124307,1460,1348659,0,0,0
"2364","NM",2022,12,999955,7363,1227802,-126,404,104675,1773,1578869,0,0,0
"2365","NM",2023,1,534251,6780,1175848,-89,538,107512,2678,1681313,0,0,0
"2366","NM",2023,2,870305,6469,937991,-103,419,118143,2443,1355013,0,0,0
"2367","NM",2023,3,965585,9562,1078852,-113,458,150873,2597,1622680,0,0,0
"2368","NM",2023,4,44661,10712,885413,-112,456,203412,2498,1484320,0,0,0
"2369","NM",2023,5,523566,19497,1167635,-112,593,214925,2300,1144883,0,0,0
"2370","NM",2023,6,978570,14709,1117704,-3639,475,258642,2248,1035337,0,0,0
"2371","NM",2023,7,963543,11986,1314523,-2714,352,282518,2191,1123830,0,0,0
"2372","NM",2023,8,809167,8332,1480467,-2915,487,310378,2088,1052279,0,0,0
"2373","NM",2023,9,786098,8513,1183550,-1510,435,260589,1957,981961,0,0,0
"2374","NM",2023,10,372661,7614,959540,-2290,542,253893,2375,1070997,0,0,0
"2375","NM",2023,11,0,7185,1100826,-2259,424,184511,2134,1160582,0,0,0
"2376","NM",2023,12,523407,7285,1174498,-2282,606,175484,2453,1185799,0,0,0
"2377","NV",2018,1,79644,136128,2036069,2908,181,222130,4527,27555,0,0,0
"2378","NV",2018,2,69799,156415,1790121,2656,190,285773,4261,25582,0,0,0
"2379","NV",2018,3,94673,145976,1869511,1655,7,366504,4599,32249,0,0,0
"2380","NV",2018,4,15088,223853,1781819,2446,277,455148,4297,32542,0,0,0
"2381","NV",2018,5,99985,242831,1904341,2284,1684,483117,4323,24209,0,0,0
"2382","NV",2018,6,251845,209293,2487080,2237,975,569022,4378,26788,0,0,0
"2383","NV",2018,7,398249,166440,3186503,2657,1350,485637,4505,21378,0,0,0
