"","Date","Value","Anomaly","State"
"732",201708,77.9,4.2,"CA"
"733",201709,69.8,1.3,"CA"
"734",201710,62,2.5,"CA"
"735",201711,53.4,3.9,"CA"
"736",201712,47.5,4.4,"CA"
"737",201801,48.9,6.6,"CA"
"738",201802,46.6,1.3,"CA"
"739",201803,49,0.2,"CA"
"740",201804,57.2,3.2,"CA"
"741",201805,63,2.3,"CA"
"742",201806,71.4,3.1,"CA"
"743",201807,79.6,4.9,"CA"
"744",201808,76.4,2.7,"CA"
"745",201809,71.1,2.6,"CA"
"746",201810,60.9,1.4,"CA"
"747",201811,52.6,3.1,"CA"
"748",201812,44.8,1.7,"CA"
"749",201901,46.1,3.8,"CA"
"750",201902,40.6,-4.7,"CA"
"751",201903,48.9,0.1,"CA"
"752",201904,58.2,4.2,"CA"
"753",201905,58.6,-2.1,"CA"
"754",201906,71.1,2.8,"CA"
"755",201907,75.5,0.8,"CA"
"756",201908,76.8,3.1,"CA"
"757",201909,68.9,0.4,"CA"
"758",201910,58.8,-0.7,"CA"
"759",201911,53,3.5,"CA"
"760",201912,44.4,1.3,"CA"
"761",202001,45.3,3,"CA"
"762",202002,49.2,3.9,"CA"
"763",202003,48,-0.8,"CA"
"764",202004,56.6,2.6,"CA"
"765",202005,64.6,3.9,"CA"
"766",202006,70.4,2.1,"CA"
"767",202007,76.6,1.9,"CA"
"768",202008,78.9,5.2,"CA"
"769",202009,74,5.5,"CA"
"770",202010,66.2,6.7,"CA"
"771",202011,50.9,1.4,"CA"
"772",202012,45.5,2.4,"CA"
"773",202101,45.5,3.2,"CA"
"774",202102,47.4,2.1,"CA"
"775",202103,48.2,-0.6,"CA"
"776",202104,58.2,4.2,"CA"
"777",202105,64.5,3.8,"CA"
"778",202106,74.9,6.6,"CA"
"779",202107,79.8,5.1,"CA"
"780",202108,77,3.3,"CA"
"781",202109,72.2,3.7,"CA"
"782",202110,58.2,-1.3,"CA"
"783",202111,54.8,5.3,"CA"
"784",202112,43.5,0.4,"CA"
"785",202201,46.2,3.9,"CA"
"786",202202,47.4,2.1,"CA"
"787",202203,52.9,4.1,"CA"
"788",202204,55.9,1.9,"CA"
"789",202205,62.4,1.7,"CA"
"790",202206,71.9,3.6,"CA"
"791",202207,77.6,2.9,"CA"
"792",202208,78.4,4.7,"CA"
"793",202209,73.8,5.3,"CA"
"794",202210,63.7,4.2,"CA"
"795",202211,46.8,-2.7,"CA"
"796",202212,43.5,0.4,"CA"
"797",202301,42.5,0.2,"CA"
"798",202302,42.7,-2.6,"CA"
"799",202303,44.1,-4.7,"CA"
"800",202304,55.4,1.4,"CA"
"801",202305,61.9,1.2,"CA"
"802",202306,66.7,-1.6,"CA"
"803",202307,78.9,4.2,"CA"
"804",202308,75.8,2.1,"CA"
"805",202309,67.9,-0.6,"CA"
"806",202310,62.2,2.7,"CA"
"807",202311,52,2.5,"CA"
"808",202312,48.1,5,"CA"
"809",202401,45.7,3.4,"CA"
"810",202402,46.9,1.6,"CA"
"811",201001,26.1,2.4,"CO"
"812",201002,24.6,-2.8,"CO"
"813",201003,35.2,1.5,"CO"
"814",201004,43.6,1.1,"CO"
"815",201005,50.1,-1.7,"CO"
"816",201006,64,2.8,"CO"
"817",201007,68.6,1.5,"CO"
"818",201008,66.5,1.3,"CO"
"819",201009,61.2,3.9,"CO"
"820",201010,49.2,2.7,"CO"
"821",201011,33.6,0.1,"CO"
"822",201012,31.1,5.9,"CO"
"823",201101,24,0.3,"CO"
"824",201102,24.2,-3.2,"CO"
"825",201103,37.7,4,"CO"
"826",201104,43,0.5,"CO"
"827",201105,49.3,-2.5,"CO"
"828",201106,62.9,1.7,"CO"
"829",201107,70,2.9,"CO"
"830",201108,69.2,4,"CO"
"831",201109,58.5,1.2,"CO"
"832",201110,47.1,0.6,"CO"
"833",201111,34.9,1.4,"CO"
"834",201112,24.4,-0.8,"CO"
"835",201201,29.4,5.7,"CO"
"836",201202,27.4,0,"CO"
"837",201203,41.9,8.2,"CO"
"838",201204,48.2,5.7,"CO"
"839",201205,55.4,3.6,"CO"
"840",201206,67.9,6.7,"CO"
"841",201207,70.6,3.5,"CO"
"842",201208,67.7,2.5,"CO"
"843",201209,59.5,2.2,"CO"
"844",201210,46.5,0,"CO"
"845",201211,39.4,5.9,"CO"
"846",201212,25.9,0.7,"CO"
"847",201301,22.9,-0.8,"CO"
"848",201302,25.7,-1.7,"CO"
"849",201303,35,1.3,"CO"
"850",201304,39.8,-2.7,"CO"
"851",201305,52.8,1,"CO"
"852",201306,65.6,4.4,"CO"
"853",201307,68.5,1.4,"CO"
"854",201308,67,1.8,"CO"
"855",201309,60.7,3.4,"CO"
"856",201310,44.2,-2.3,"CO"
"857",201311,35.2,1.7,"CO"
"858",201312,23.7,-1.5,"CO"
"859",201401,26.4,2.7,"CO"
"860",201402,27.6,0.2,"CO"
"861",201403,36.3,2.6,"CO"
"862",201404,43.3,0.8,"CO"
"863",201405,52.4,0.6,"CO"
"864",201406,62.5,1.3,"CO"
"865",201407,68.4,1.3,"CO"
"866",201408,64.6,-0.6,"CO"
"867",201409,60,2.7,"CO"
"868",201410,49.9,3.4,"CO"
"869",201411,33.4,-0.1,"CO"
"870",201412,27.9,2.7,"CO"
"871",201501,29.2,5.5,"CO"
"872",201502,32.1,4.7,"CO"
"873",201503,40.6,6.9,"CO"
"874",201504,44.8,2.3,"CO"
"875",201505,49.8,-2,"CO"
"876",201506,64.9,3.7,"CO"
"877",201507,66.6,-0.5,"CO"
"878",201508,66.9,1.7,"CO"
"879",201509,62.6,5.3,"CO"
"880",201510,51.4,4.9,"CO"
"881",201511,34.6,1.1,"CO"
"882",201512,25.8,0.6,"CO"
"883",201601,25.6,1.9,"CO"
"884",201602,32.4,5,"CO"
"885",201603,37.9,4.2,"CO"
"886",201604,43.7,1.2,"CO"
"887",201605,50.8,-1,"CO"
"888",201606,66.4,5.2,"CO"
"889",201607,69.2,2.1,"CO"
"890",201608,64.5,-0.7,"CO"
"891",201609,59.7,2.4,"CO"
"892",201610,51.8,5.3,"CO"
"893",201611,40.2,6.7,"CO"
"894",201612,25.2,0,"CO"
"895",201701,25.3,1.6,"CO"
"896",201702,35.4,8,"CO"
"897",201703,42.5,8.8,"CO"
"898",201704,44.3,1.8,"CO"
"899",201705,51.5,-0.3,"CO"
"900",201706,64.8,3.6,"CO"
"901",201707,69.4,2.3,"CO"
"902",201708,64.7,-0.5,"CO"
"903",201709,59.1,1.8,"CO"
"904",201710,46.7,0.2,"CO"
"905",201711,41.3,7.8,"CO"
"906",201712,30.1,4.9,"CO"
"907",201801,29.7,6,"CO"
"908",201802,28.6,1.2,"CO"
"909",201803,37.8,4.1,"CO"
"910",201804,44,1.5,"CO"
"911",201805,57.2,5.4,"CO"
"912",201806,66.5,5.3,"CO"
"913",201807,70,2.9,"CO"
"914",201808,66.2,1,"CO"
"915",201809,61.9,4.6,"CO"
"916",201810,45,-1.5,"CO"
"917",201811,32.5,-1,"CO"
"918",201812,26.6,1.4,"CO"
"919",201901,26,2.3,"CO"
"920",201902,24.9,-2.5,"CO"
"921",201903,33.8,0.1,"CO"
"922",201904,45.5,3,"CO"
"923",201905,47.9,-3.9,"CO"
"924",201906,60.6,-0.6,"CO"
"925",201907,69.1,2,"CO"
"926",201908,68.3,3.1,"CO"
"927",201909,62.9,5.6,"CO"
"928",201910,40.9,-5.6,"CO"
"929",201911,35.2,1.7,"CO"
"930",201912,28.1,2.9,"CO"
"931",202001,27.4,3.7,"CO"
"932",202002,26.4,-1,"CO"
"933",202003,38.8,5.1,"CO"
"934",202004,43.4,0.9,"CO"
"935",202005,55.6,3.8,"CO"
"936",202006,65,3.8,"CO"
"937",202007,69.3,2.2,"CO"
"938",202008,70.1,4.9,"CO"
"939",202009,58.8,1.5,"CO"
"940",202010,47.1,0.6,"CO"
"941",202011,38.5,5,"CO"
"942",202012,26.7,1.5,"CO"
"943",202101,26.7,3,"CO"
"944",202102,24.8,-2.6,"CO"
"945",202103,35.8,2.1,"CO"
"946",202104,43.1,0.6,"CO"
"947",202105,52.9,1.1,"CO"
"948",202106,65.7,4.5,"CO"
"949",202107,70,2.9,"CO"
"950",202108,67.4,2.2,"CO"
"951",202109,62.4,5.1,"CO"
"952",202110,47.8,1.3,"CO"
"953",202111,40.7,7.2,"CO"
"954",202112,32.4,7.2,"CO"
"955",202201,26.7,3,"CO"
"956",202202,25.1,-2.3,"CO"
"957",202203,35.1,1.4,"CO"
"958",202204,43.9,1.4,"CO"
"959",202205,53.4,1.6,"CO"
"960",202206,64.4,3.2,"CO"
"961",202207,70.4,3.3,"CO"
"962",202208,67.8,2.6,"CO"
"963",202209,62.5,5.2,"CO"
"964",202210,47.7,1.2,"CO"
"965",202211,31.6,-1.9,"CO"
"966",202212,25.7,0.5,"CO"
"967",202301,24.1,0.4,"CO"
"968",202302,25.3,-2.1,"CO"
"969",202303,30.8,-2.9,"CO"
"970",202304,41.7,-0.8,"CO"
"971",202305,54.7,2.9,"CO"
"972",202306,60.1,-1.1,"CO"
"973",202307,69.4,2.3,"CO"
"974",202308,67.8,2.6,"CO"
"975",202309,60.6,3.3,"CO"
"976",202310,48.2,1.7,"CO"
"977",202311,37.4,3.9,"CO"
"978",202312,30.8,5.6,"CO"
"979",202401,25.2,1.5,"CO"
"980",202402,32.8,5.4,"CO"
"981",201001,27,1.6,"CT"
"982",201002,29.8,3.5,"CT"
"983",201003,43,7.6,"CT"
"984",201004,52,6,"CT"
"985",201005,60.9,4.1,"CT"
"986",201006,68.9,3.5,"CT"
"987",201007,75.1,4.4,"CT"
"988",201008,71,2.4,"CT"
"989",201009,65.6,4.1,"CT"
"990",201010,52.8,1.8,"CT"
"991",201011,41.9,1.7,"CT"
"992",201012,28.2,-1,"CT"
"993",201101,23.2,-2.2,"CT"
"994",201102,27.1,0.8,"CT"
"995",201103,37,1.6,"CT"
"996",201104,48.9,2.9,"CT"
"997",201105,59.7,2.9,"CT"
"998",201106,66.9,1.5,"CT"
"999",201107,74.1,3.4,"CT"
"1000",201108,70.8,2.2,"CT"
"1001",201109,66.4,4.9,"CT"
"1002",201110,53.4,2.4,"CT"
"1003",201111,45.9,5.7,"CT"
"1004",201112,36.9,7.7,"CT"
"1005",201201,31.7,6.3,"CT"
"1006",201202,35,8.7,"CT"
"1007",201203,45.8,10.4,"CT"
"1008",201204,49.7,3.7,"CT"
"1009",201205,61.6,4.8,"CT"
"1010",201206,66.4,1,"CT"
"1011",201207,74.1,3.4,"CT"
"1012",201208,72,3.4,"CT"
"1013",201209,63.3,1.8,"CT"
"1014",201210,54.7,3.7,"CT"
"1015",201211,39.4,-0.8,"CT"
"1016",201212,35.9,6.7,"CT"
"1017",201301,28.8,3.4,"CT"
"1018",201302,29.2,2.9,"CT"
"1019",201303,36,0.6,"CT"
"1020",201304,47.3,1.3,"CT"
"1021",201305,58.2,1.4,"CT"
"1022",201306,67.7,2.3,"CT"
"1023",201307,75.9,5.2,"CT"
"1024",201308,68.7,0.1,"CT"
"1025",201309,61.4,-0.1,"CT"
"1026",201310,53.4,2.4,"CT"
"1027",201311,39.8,-0.4,"CT"
"1028",201312,31,1.8,"CT"
"1029",201401,23.6,-1.8,"CT"
"1030",201402,25,-1.3,"CT"
"1031",201403,30.6,-4.8,"CT"
"1032",201404,46.7,0.7,"CT"
"1033",201405,58.3,1.5,"CT"
"1034",201406,66.8,1.4,"CT"
"1035",201407,71.9,1.2,"CT"
"1036",201408,68.4,-0.2,"CT"
"1037",201409,63.6,2.1,"CT"
"1038",201410,54.1,3.1,"CT"
"1039",201411,39.7,-0.5,"CT"
"1040",201412,35.4,6.2,"CT"
"1041",201501,23.3,-2.1,"CT"
"1042",201502,15.8,-10.5,"CT"
"1043",201503,31,-4.4,"CT"
"1044",201504,47,1,"CT"
"1045",201505,62.7,5.9,"CT"
"1046",201506,65.3,-0.1,"CT"
"1047",201507,72.2,1.5,"CT"
"1048",201508,72,3.4,"CT"
"1049",201509,67.8,6.3,"CT"
"1050",201510,51.4,0.4,"CT"
"1051",201511,46.1,5.9,"CT"
"1052",201512,43.5,14.3,"CT"
"1053",201601,29.7,4.3,"CT"
"1054",201602,32,5.7,"CT"
"1055",201603,43.2,7.8,"CT"
"1056",201604,46.8,0.8,"CT"
"1057",201605,58.4,1.6,"CT"
"1058",201606,67.4,2,"CT"
"1059",201607,74.1,3.4,"CT"
"1060",201608,73.9,5.3,"CT"
"1061",201609,66.2,4.7,"CT"
"1062",201610,53.5,2.5,"CT"
"1063",201611,43.5,3.3,"CT"
"1064",201612,32.6,3.4,"CT"
"1065",201701,32.7,7.3,"CT"
"1066",201702,34.6,8.3,"CT"
"1067",201703,33.4,-2,"CT"
"1068",201704,51.8,5.8,"CT"
"1069",201705,56.7,-0.1,"CT"
"1070",201706,67,1.6,"CT"
"1071",201707,71.5,0.8,"CT"
"1072",201708,69.1,0.5,"CT"
"1073",201709,66,4.5,"CT"
"1074",201710,58.6,7.6,"CT"
"1075",201711,41,0.8,"CT"
"1076",201712,28.7,-0.5,"CT"
"1077",201801,25.4,0,"CT"
"1078",201802,35.7,9.4,"CT"
"1079",201803,36.4,1,"CT"
"1080",201804,43.4,-2.6,"CT"
"1081",201805,62.2,5.4,"CT"
"1082",201806,66.4,1,"CT"
"1083",201807,74,3.3,"CT"
"1084",201808,74.3,5.7,"CT"
"1085",201809,66.1,4.6,"CT"
"1086",201810,52.3,1.3,"CT"
"1087",201811,39.1,-1.1,"CT"
"1088",201812,33.8,4.6,"CT"
"1089",201901,27,1.6,"CT"
"1090",201902,30.2,3.9,"CT"
"1091",201903,35,-0.4,"CT"
"1092",201904,49.1,3.1,"CT"
"1093",201905,57.1,0.3,"CT"
"1094",201906,66.5,1.1,"CT"
"1095",201907,74.9,4.2,"CT"
"1096",201908,70.6,2,"CT"
"1097",201909,63.2,1.7,"CT"
"1098",201910,53.6,2.6,"CT"
"1099",201911,38.1,-2.1,"CT"
"1100",201912,31.7,2.5,"CT"
"1101",202001,33,7.6,"CT"
"1102",202002,33.9,7.6,"CT"
"1103",202003,41.4,6,"CT"
"1104",202004,44.4,-1.6,"CT"
"1105",202005,56.4,-0.4,"CT"
"1106",202006,68.4,3,"CT"
"1107",202007,75.6,4.9,"CT"
"1108",202008,72.6,4,"CT"
"1109",202009,63.5,2,"CT"
"1110",202010,53.2,2.2,"CT"
"1111",202011,45.4,5.2,"CT"
"1112",202012,33.6,4.4,"CT"
"1113",202101,29.2,3.8,"CT"
"1114",202102,28.5,2.2,"CT"
"1115",202103,39.3,3.9,"CT"
"1116",202104,48.7,2.7,"CT"
"1117",202105,57.8,1,"CT"
"1118",202106,69.2,3.8,"CT"
"1119",202107,71.1,0.4,"CT"
"1120",202108,72.8,4.2,"CT"
"1121",202109,65.2,3.7,"CT"
"1122",202110,56.8,5.8,"CT"
"1123",202111,41,0.8,"CT"
"1124",202112,37,7.8,"CT"
"1125",202201,24.2,-1.2,"CT"
"1126",202202,30.6,4.3,"CT"
"1127",202203,39,3.6,"CT"
"1128",202204,47.6,1.6,"CT"
"1129",202205,60.7,3.9,"CT"
"1130",202206,66.3,0.9,"CT"
"1131",202207,74.2,3.5,"CT"
"1132",202208,74.5,5.9,"CT"
"1133",202209,63.6,2.1,"CT"
"1134",202210,52.5,1.5,"CT"
"1135",202211,45.2,5,"CT"
"1136",202212,33.5,4.3,"CT"
"1137",202301,37.2,11.8,"CT"
"1138",202302,33.7,7.4,"CT"
"1139",202303,38.8,3.4,"CT"
"1140",202304,51.1,5.1,"CT"
"1141",202305,56.8,0,"CT"
"1142",202306,65.4,0,"CT"
"1143",202307,74.9,4.2,"CT"
"1144",202308,69.6,1,"CT"
"1145",202309,65.3,3.8,"CT"
"1146",202310,56.2,5.2,"CT"
"1147",202311,39.7,-0.5,"CT"
"1148",202312,38.7,9.5,"CT"
"1149",202401,31.4,6,"CT"
"1150",202402,33.1,6.8,"CT"
"1151",201001,33.4,0.1,"DE"
"1152",201002,31.4,-3,"DE"
"1153",201003,48.1,5.4,"DE"
"1154",201004,57.5,5.5,"DE"
"1155",201005,66.2,4.1,"DE"
"1156",201006,77.4,6.7,"DE"
"1157",201007,79.9,4.4,"DE"
"1158",201008,77,3.3,"DE"
"1159",201009,71.4,4,"DE"
"1160",201010,58.6,2.2,"DE"
"1161",201011,47.5,1.8,"DE"
"1162",201012,31.7,-4.5,"DE"
"1163",201101,30.3,-3,"DE"
"1164",201102,38.8,4.4,"DE"
"1165",201103,43.9,1.2,"DE"
"1166",201104,57.2,5.2,"DE"
"1167",201105,66.4,4.3,"DE"
"1168",201106,74.3,3.6,"DE"
"1169",201107,80.6,5.1,"DE"
"1170",201108,75.5,1.8,"DE"
"1171",201109,70.7,3.3,"DE"
"1172",201110,57.2,0.8,"DE"
"1173",201111,50.8,5.1,"DE"
"1174",201112,43.4,7.2,"DE"
"1175",201201,39.3,6,"DE"
"1176",201202,41.1,6.7,"DE"
"1177",201203,52.4,9.7,"DE"
"1178",201204,55,3,"DE"
"1179",201205,67.8,5.7,"DE"
"1180",201206,72.9,2.2,"DE"
"1181",201207,80.9,5.4,"DE"
"1182",201208,76.8,3.1,"DE"
"1183",201209,68.4,1,"DE"
"1184",201210,59.4,3,"DE"
"1185",201211,43.5,-2.2,"DE"
"1186",201212,44.2,8,"DE"
"1187",201301,37.4,4.1,"DE"
"1188",201302,35.9,1.5,"DE"
"1189",201303,40.5,-2.2,"DE"
"1190",201304,54.6,2.6,"DE"
"1191",201305,63.7,1.6,"DE"
"1192",201306,73.5,2.8,"DE"
"1193",201307,79.2,3.7,"DE"
"1194",201308,73.4,-0.3,"DE"
"1195",201309,66.7,-0.7,"DE"
"1196",201310,59.5,3.1,"DE"
"1197",201311,45.1,-0.6,"DE"
"1198",201312,40.4,4.2,"DE"
"1199",201401,30,-3.3,"DE"
"1200",201402,33.9,-0.5,"DE"
"1201",201403,39.6,-3.1,"DE"
"1202",201404,52.9,0.9,"DE"
"1203",201405,64.9,2.8,"DE"
"1204",201406,72.8,2.1,"DE"
"1205",201407,75.8,0.3,"DE"
"1206",201408,72.6,-1.1,"DE"
"1207",201409,69.1,1.7,"DE"
"1208",201410,59.4,3,"DE"
"1209",201411,44.6,-1.1,"DE"
"1210",201412,41,4.8,"DE"
"1211",201501,32.1,-1.2,"DE"
"1212",201502,26.3,-8.1,"DE"
"1213",201503,40,-2.7,"DE"
"1214",201504,54.2,2.2,"DE"
"1215",201505,67.9,5.8,"DE"
"1216",201506,73.6,2.9,"DE"
"1217",201507,76.9,1.4,"DE"
"1218",201508,75.1,1.4,"DE"
"1219",201509,72,4.6,"DE"
"1220",201510,56.5,0.1,"DE"
"1221",201511,51.6,5.9,"DE"
"1222",201512,50.8,14.6,"DE"
"1223",201601,34.3,1,"DE"
"1224",201602,38.5,4.1,"DE"
"1225",201603,49.7,7,"DE"
"1226",201604,53.1,1.1,"DE"
"1227",201605,61.7,-0.4,"DE"
"1228",201606,72.4,1.7,"DE"
"1229",201607,79.6,4.1,"DE"
"1230",201608,78.6,4.9,"DE"
"1231",201609,72,4.6,"DE"
"1232",201610,60.3,3.9,"DE"
"1233",201611,49,3.3,"DE"
"1234",201612,39.2,3,"DE"
"1235",201701,39.1,5.8,"DE"
"1236",201702,44.4,10,"DE"
"1237",201703,43.8,1.1,"DE"
"1238",201704,59.6,7.6,"DE"
"1239",201705,62.8,0.7,"DE"
"1240",201706,73.6,2.9,"DE"
"1241",201707,78.4,2.9,"DE"
"1242",201708,74,0.3,"DE"
"1243",201709,69.8,2.4,"DE"
"1244",201710,62.4,6,"DE"
"1245",201711,47.5,1.8,"DE"
"1246",201712,36.1,-0.1,"DE"
"1247",201801,32.8,-0.5,"DE"
"1248",201802,43.2,8.8,"DE"
"1249",201803,40.5,-2.2,"DE"
"1250",201804,51.6,-0.4,"DE"
"1251",201805,68.3,6.2,"DE"
"1252",201806,72.6,1.9,"DE"
"1253",201807,77.2,1.7,"DE"
"1254",201808,78.6,4.9,"DE"
"1255",201809,73.6,6.2,"DE"
"1256",201810,60.2,3.8,"DE"
"1257",201811,45.7,0,"DE"
"1258",201812,41.4,5.2,"DE"
"1259",201901,35.3,2,"DE"
"1260",201902,38.7,4.3,"DE"
"1261",201903,43.2,0.5,"DE"
"1262",201904,58.7,6.7,"DE"
"1263",201905,66.9,4.8,"DE"
"1264",201906,73.8,3.1,"DE"
"1265",201907,79.8,4.3,"DE"
"1266",201908,76.4,2.7,"DE"
"1267",201909,71.6,4.2,"DE"
"1268",201910,61.5,5.1,"DE"
"1269",201911,43.6,-2.1,"DE"
"1270",201912,40,3.8,"DE"
"1271",202001,40.2,6.9,"DE"
"1272",202002,41.9,7.5,"DE"
"1273",202003,49.5,6.8,"DE"
"1274",202004,51.8,-0.2,"DE"
"1275",202005,60.6,-1.5,"DE"
"1276",202006,73.7,3,"DE"
"1277",202007,80.7,5.2,"DE"
"1278",202008,77.2,3.5,"DE"
"1279",202009,68.7,1.3,"DE"
"1280",202010,60,3.6,"DE"
"1281",202011,51.8,6.1,"DE"
"1282",202012,39.7,3.5,"DE"
"1283",202101,36.2,2.9,"DE"
"1284",202102,35.6,1.2,"DE"
"1285",202103,47.6,4.9,"DE"
"1286",202104,55.3,3.3,"DE"
"1287",202105,63.3,1.2,"DE"
"1288",202106,73.8,3.1,"DE"
"1289",202107,77.7,2.2,"DE"
"1290",202108,76.9,3.2,"DE"
"1291",202109,70.1,2.7,"DE"
"1292",202110,63.2,6.8,"DE"
"1293",202111,45.1,-0.6,"DE"
"1294",202112,44,7.8,"DE"
"1295",202201,31.6,-1.7,"DE"
"1296",202202,39.1,4.7,"DE"
"1297",202203,47.2,4.5,"DE"
"1298",202204,53.2,1.2,"DE"
"1299",202205,65.1,3,"DE"
"1300",202206,72.4,1.7,"DE"
"1301",202207,79,3.5,"DE"
"1302",202208,78.1,4.4,"DE"
"1303",202209,69.3,1.9,"DE"
"1304",202210,55.8,-0.6,"DE"
"1305",202211,49.8,4.1,"DE"
"1306",202212,37.8,1.6,"DE"
"1307",202301,43.1,9.8,"DE"
"1308",202302,42.6,8.2,"DE"
"1309",202303,45.4,2.7,"DE"
"1310",202304,58.4,6.4,"DE"
"1311",202305,61.5,-0.6,"DE"
"1312",202306,69.9,-0.8,"DE"
"1313",202307,78.4,2.9,"DE"
"1314",202308,75.4,1.7,"DE"
"1315",202309,69.5,2.1,"DE"
"1316",202310,59.6,3.2,"DE"
"1317",202311,45.8,0.1,"DE"
"1318",202312,43.5,7.3,"DE"
"1319",202401,37.2,3.9,"DE"
"1320",202402,40,5.6,"DE"
"1321",201001,52.5,-5.3,"FL"
"1322",201002,52.6,-6.8,"FL"
"1323",201003,59,-5,"FL"
"1324",201004,69.7,0.4,"FL"
"1325",201005,78.5,3.4,"FL"
"1326",201006,83.1,3.6,"FL"
"1327",201007,83.4,2.4,"FL"
"1328",201008,83.5,2.4,"FL"
"1329",201009,80.9,1.8,"FL"
"1330",201010,72.1,-0.2,"FL"
"1331",201011,64.9,0.6,"FL"
"1332",201012,50.1,-8.7,"FL"
"1333",201101,54.9,-2.9,"FL"
"1334",201102,61.8,2.4,"FL"
"1335",201103,66.5,2.5,"FL"
"1336",201104,73,3.7,"FL"
"1337",201105,76.2,1.1,"FL"
"1338",201106,82.1,2.6,"FL"
"1339",201107,82.6,1.6,"FL"
"1340",201108,83.7,2.6,"FL"
"1341",201109,79.7,0.6,"FL"
"1342",201110,70.5,-1.8,"FL"
"1343",201111,66.4,2.1,"FL"
"1344",201112,62.8,4,"FL"
"1345",201201,59.3,1.5,"FL"
"1346",201202,64.3,4.9,"FL"
"1347",201203,70.3,6.3,"FL"
"1348",201204,71.2,1.9,"FL"
"1349",201205,77.6,2.5,"FL"
"1350",201206,79.3,-0.2,"FL"
"1351",201207,82.4,1.4,"FL"
"1352",201208,81.5,0.4,"FL"
"1353",201209,79.5,0.4,"FL"
"1354",201210,73.2,0.9,"FL"
"1355",201211,62.1,-2.2,"FL"
"1356",201212,62,3.2,"FL"
"1357",201301,64,6.2,"FL"
"1358",201302,61.8,2.4,"FL"
"1359",201303,59.1,-4.9,"FL"
"1360",201304,71.4,2.1,"FL"
"1361",201305,74,-1.1,"FL"
"1362",201306,81.1,1.6,"FL"
"1363",201307,80.8,-0.2,"FL"
"1364",201308,82.2,1.1,"FL"
"1365",201309,80,0.9,"FL"
"1366",201310,74,1.7,"FL"
"1367",201311,67.1,2.8,"FL"
"1368",201312,64.7,5.9,"FL"
"1369",201401,54.5,-3.3,"FL"
"1370",201402,62.8,3.4,"FL"
"1371",201403,63.5,-0.5,"FL"
"1372",201404,70.5,1.2,"FL"
"1373",201405,76,0.9,"FL"
"1374",201406,80.3,0.8,"FL"
"1375",201407,81.8,0.8,"FL"
"1376",201408,82.9,1.8,"FL"
"1377",201409,79.7,0.6,"FL"
"1378",201410,72.7,0.4,"FL"
"1379",201411,61.1,-3.2,"FL"
"1380",201412,61.9,3.1,"FL"
"1381",201501,58.6,0.8,"FL"
"1382",201502,56.5,-2.9,"FL"
"1383",201503,69.5,5.5,"FL"
"1384",201504,75.1,5.8,"FL"
"1385",201505,77.5,2.4,"FL"
"1386",201506,81.7,2.2,"FL"
"1387",201507,82.8,1.8,"FL"
"1388",201508,82.4,1.3,"FL"
"1389",201509,80,0.9,"FL"
"1390",201510,74.4,2.1,"FL"
"1391",201511,72.2,7.9,"FL"
"1392",201512,69.6,10.8,"FL"
"1393",201601,56.9,-0.9,"FL"
"1394",201602,59.4,0,"FL"
"1395",201603,68.8,4.8,"FL"
"1396",201604,71.2,1.9,"FL"
"1397",201605,76.2,1.1,"FL"
"1398",201606,81.9,2.4,"FL"
"1399",201607,84,3,"FL"
"1400",201608,83,1.9,"FL"
"1401",201609,81.1,2,"FL"
"1402",201610,74.6,2.3,"FL"
"1403",201611,66.6,2.3,"FL"
"1404",201612,65.9,7.1,"FL"
"1405",201701,62.8,5,"FL"
"1406",201702,65.5,6.1,"FL"
"1407",201703,66.2,2.2,"FL"
"1408",201704,72.3,3,"FL"
"1409",201705,77.1,2,"FL"
"1410",201706,80.2,0.7,"FL"
"1411",201707,82.8,1.8,"FL"
"1412",201708,82.8,1.7,"FL"
"1413",201709,80.4,1.3,"FL"
"1414",201710,74.9,2.6,"FL"
"1415",201711,67.4,3.1,"FL"
"1416",201712,61.7,2.9,"FL"
"1417",201801,55,-2.8,"FL"
"1418",201802,69.2,9.8,"FL"
"1419",201803,63,-1,"FL"
"1420",201804,70.2,0.9,"FL"
"1421",201805,76.4,1.3,"FL"
"1422",201806,81.5,2,"FL"
"1423",201807,82.4,1.4,"FL"
"1424",201808,82.2,1.1,"FL"
"1425",201809,82.4,3.3,"FL"
"1426",201810,76.5,4.2,"FL"
"1427",201811,66.7,2.4,"FL"
"1428",201812,61.8,3,"FL"
"1429",201901,58.4,0.6,"FL"
"1430",201902,67.5,8.1,"FL"
"1431",201903,65.7,1.7,"FL"
"1432",201904,71.2,1.9,"FL"
"1433",201905,78.8,3.7,"FL"
"1434",201906,82.3,2.8,"FL"
"1435",201907,82.8,1.8,"FL"
"1436",201908,82.9,1.8,"FL"
"1437",201909,81.9,2.8,"FL"
"1438",201910,77.9,5.6,"FL"
"1439",201911,64.9,0.6,"FL"
"1440",201912,63.9,5.1,"FL"
"1441",202001,61.8,4,"FL"
"1442",202002,63.6,4.2,"FL"
"1443",202003,71,7,"FL"
"1444",202004,73.1,3.8,"FL"
"1445",202005,75.8,0.7,"FL"
"1446",202006,81,1.5,"FL"
"1447",202007,83,2,"FL"
"1448",202008,83.2,2.1,"FL"
"1449",202009,80.6,1.5,"FL"
"1450",202010,77.2,4.9,"FL"
"1451",202011,70.8,6.5,"FL"
"1452",202012,57.6,-1.2,"FL"
