"","Date","Value","Anomaly","State"
"1751",201707,70,4.9,"ID"
"1752",201708,66.9,3.3,"ID"
"1753",201709,55.7,1,"ID"
"1754",201710,41.9,-2.2,"ID"
"1755",201711,34.9,3.3,"ID"
"1756",201712,25.2,1.3,"ID"
"1757",201801,30.4,8.4,"ID"
"1758",201802,26.2,-0.2,"ID"
"1759",201803,33.7,1.1,"ID"
"1760",201804,42.4,1.4,"ID"
"1761",201805,54,4.7,"ID"
"1762",201806,57.7,1,"ID"
"1763",201807,68.4,3.3,"ID"
"1764",201808,65,1.4,"ID"
"1765",201809,56.2,1.5,"ID"
"1766",201810,44,-0.1,"ID"
"1767",201811,32,0.4,"ID"
"1768",201812,24.3,0.4,"ID"
"1769",201901,26.3,4.3,"ID"
"1770",201902,23.2,-3.2,"ID"
"1771",201903,32.4,-0.2,"ID"
"1772",201904,42.9,1.9,"ID"
"1773",201905,49.8,0.5,"ID"
"1774",201906,57.2,0.5,"ID"
"1775",201907,65.5,0.4,"ID"
"1776",201908,66,2.4,"ID"
"1777",201909,55,0.3,"ID"
"1778",201910,36.6,-7.5,"ID"
"1779",201911,34.3,2.7,"ID"
"1780",201912,26.6,2.7,"ID"
"1781",202001,27.3,5.3,"ID"
"1782",202002,26.2,-0.2,"ID"
"1783",202003,35.1,2.5,"ID"
"1784",202004,41.6,0.6,"ID"
"1785",202005,50.6,1.3,"ID"
"1786",202006,56.2,-0.5,"ID"
"1787",202007,64.9,-0.2,"ID"
"1788",202008,67.1,3.5,"ID"
"1789",202009,58.7,4,"ID"
"1790",202010,45.4,1.3,"ID"
"1791",202011,32.7,1.1,"ID"
"1792",202012,26.2,2.3,"ID"
"1793",202101,26.6,4.6,"ID"
"1794",202102,25.4,-1,"ID"
"1795",202103,34.8,2.2,"ID"
"1796",202104,42,1,"ID"
"1797",202105,49.8,0.5,"ID"
"1798",202106,65.1,8.4,"ID"
"1799",202107,71.8,6.7,"ID"
"1800",202108,63.9,0.3,"ID"
"1801",202109,57.2,2.5,"ID"
"1802",202110,45.2,1.1,"ID"
"1803",202111,36.7,5.1,"ID"
"1804",202112,26.5,2.6,"ID"
"1805",202201,23.9,1.9,"ID"
"1806",202202,24.5,-1.9,"ID"
"1807",202203,36.3,3.7,"ID"
"1808",202204,37.2,-3.8,"ID"
"1809",202205,46.4,-2.9,"ID"
"1810",202206,57.3,0.6,"ID"
"1811",202207,69.4,4.3,"ID"
"1812",202208,69.4,5.8,"ID"
"1813",202209,60.8,6.1,"ID"
"1814",202210,48,3.9,"ID"
"1815",202211,26.4,-5.2,"ID"
"1816",202212,22.8,-1.1,"ID"
"1817",202301,23.5,1.5,"ID"
"1818",202302,23.9,-2.5,"ID"
"1819",202303,27.8,-4.8,"ID"
"1820",202304,38.8,-2.2,"ID"
"1821",202305,54.4,5.1,"ID"
"1822",202306,57.2,0.5,"ID"
"1823",202307,68.6,3.5,"ID"
"1824",202308,65.8,2.2,"ID"
"1825",202309,56.7,2,"ID"
"1826",202310,46.1,2,"ID"
"1827",202311,34.6,3,"ID"
"1828",202312,29.9,6,"ID"
"1829",202401,26,4,"ID"
"1830",202402,31.2,4.8,"ID"
"1831",201001,21.5,-3.8,"IL"
"1832",201002,25.7,-3.5,"IL"
"1833",201003,43.8,4,"IL"
"1834",201004,58.7,7.2,"IL"
"1835",201005,64.3,2.2,"IL"
"1836",201006,74.9,3.5,"IL"
"1837",201007,77.6,2,"IL"
"1838",201008,76.8,3.4,"IL"
"1839",201009,67.2,1,"IL"
"1840",201010,56.5,1.9,"IL"
"1841",201011,43.7,2.9,"IL"
"1842",201012,24,-5.4,"IL"
"1843",201101,22.7,-2.6,"IL"
"1844",201102,30.2,1,"IL"
"1845",201103,41.6,1.8,"IL"
"1846",201104,53.1,1.6,"IL"
"1847",201105,62.1,0,"IL"
"1848",201106,72.9,1.5,"IL"
"1849",201107,79.9,4.3,"IL"
"1850",201108,74.8,1.4,"IL"
"1851",201109,63.6,-2.6,"IL"
"1852",201110,55.2,0.6,"IL"
"1853",201111,45.8,5,"IL"
"1854",201112,35.9,6.5,"IL"
"1855",201201,31.9,6.6,"IL"
"1856",201202,35.8,6.6,"IL"
"1857",201203,55.5,15.7,"IL"
"1858",201204,54.6,3.1,"IL"
"1859",201205,68.1,6,"IL"
"1860",201206,72.6,1.2,"IL"
"1861",201207,81.8,6.2,"IL"
"1862",201208,73.6,0.2,"IL"
"1863",201209,64.9,-1.3,"IL"
"1864",201210,52.5,-2.1,"IL"
"1865",201211,41.2,0.4,"IL"
"1866",201212,36.8,7.4,"IL"
"1867",201301,29.2,3.9,"IL"
"1868",201302,29.9,0.7,"IL"
"1869",201303,34.3,-5.5,"IL"
"1870",201304,50.2,-1.3,"IL"
"1871",201305,63.9,1.8,"IL"
"1872",201306,71.5,0.1,"IL"
"1873",201307,73.1,-2.5,"IL"
"1874",201308,72.8,-0.6,"IL"
"1875",201309,68.6,2.4,"IL"
"1876",201310,54.5,-0.1,"IL"
"1877",201311,38.8,-2,"IL"
"1878",201312,26.2,-3.2,"IL"
"1879",201401,19.3,-6,"IL"
"1880",201402,19.4,-9.8,"IL"
"1881",201403,34.4,-5.4,"IL"
"1882",201404,52.4,0.9,"IL"
"1883",201405,63.7,1.6,"IL"
"1884",201406,73,1.6,"IL"
"1885",201407,70.3,-5.3,"IL"
"1886",201408,73.8,0.4,"IL"
"1887",201409,64.7,-1.5,"IL"
"1888",201410,54.3,-0.3,"IL"
"1889",201411,34.6,-6.2,"IL"
"1890",201412,33.9,4.5,"IL"
"1891",201501,25.7,0.4,"IL"
"1892",201502,19.4,-9.8,"IL"
"1893",201503,38.3,-1.5,"IL"
"1894",201504,54.3,2.8,"IL"
"1895",201505,64.9,2.8,"IL"
"1896",201506,71.7,0.3,"IL"
"1897",201507,74.2,-1.4,"IL"
"1898",201508,71.9,-1.5,"IL"
"1899",201509,70.4,4.2,"IL"
"1900",201510,56,1.4,"IL"
"1901",201511,46.6,5.8,"IL"
"1902",201512,41.1,11.7,"IL"
"1903",201601,26.9,1.6,"IL"
"1904",201602,33.8,4.6,"IL"
"1905",201603,47.3,7.5,"IL"
"1906",201604,53,1.5,"IL"
"1907",201605,62,-0.1,"IL"
"1908",201606,74.8,3.4,"IL"
"1909",201607,75.6,0,"IL"
"1910",201608,75.7,2.3,"IL"
"1911",201609,70.8,4.6,"IL"
"1912",201610,59.9,5.3,"IL"
"1913",201611,48.1,7.3,"IL"
"1914",201612,28.9,-0.5,"IL"
"1915",201701,32.1,6.8,"IL"
"1916",201702,41.1,11.9,"IL"
"1917",201703,43.2,3.4,"IL"
"1918",201704,56.5,5,"IL"
"1919",201705,61.9,-0.2,"IL"
"1920",201706,72.7,1.3,"IL"
"1921",201707,76.1,0.5,"IL"
"1922",201708,70.5,-2.9,"IL"
"1923",201709,68.8,2.6,"IL"
"1924",201710,58.1,3.5,"IL"
"1925",201711,41.9,1.1,"IL"
"1926",201712,29.8,0.4,"IL"
"1927",201801,24.1,-1.2,"IL"
"1928",201802,31.8,2.6,"IL"
"1929",201803,39.2,-0.6,"IL"
"1930",201804,44.8,-6.7,"IL"
"1931",201805,70.7,8.6,"IL"
"1932",201806,74.9,3.5,"IL"
"1933",201807,75,-0.6,"IL"
"1934",201808,74.7,1.3,"IL"
"1935",201809,70.3,4.1,"IL"
"1936",201810,54.2,-0.4,"IL"
"1937",201811,35.6,-5.2,"IL"
"1938",201812,34.4,5,"IL"
"1939",201901,25.4,0.1,"IL"
"1940",201902,29.3,0.1,"IL"
"1941",201903,37.3,-2.5,"IL"
"1942",201904,52.5,1,"IL"
"1943",201905,62.5,0.4,"IL"
"1944",201906,70.9,-0.5,"IL"
"1945",201907,77.4,1.8,"IL"
"1946",201908,72.8,-0.6,"IL"
"1947",201909,71.6,5.4,"IL"
"1948",201910,53.7,-0.9,"IL"
"1949",201911,36.2,-4.6,"IL"
"1950",201912,35.6,6.2,"IL"
"1951",202001,31.8,6.5,"IL"
"1952",202002,31.9,2.7,"IL"
"1953",202003,44.4,4.6,"IL"
"1954",202004,49.6,-1.9,"IL"
"1955",202005,60.6,-1.5,"IL"
"1956",202006,73.6,2.2,"IL"
"1957",202007,77.3,1.7,"IL"
"1958",202008,72.8,-0.6,"IL"
"1959",202009,65.6,-0.6,"IL"
"1960",202010,52,-2.6,"IL"
"1961",202011,47.1,6.3,"IL"
"1962",202012,33,3.6,"IL"
"1963",202101,29.5,4.2,"IL"
"1964",202102,20.8,-8.4,"IL"
"1965",202103,46.2,6.4,"IL"
"1966",202104,52.5,1,"IL"
"1967",202105,61.1,-1,"IL"
"1968",202106,74.1,2.7,"IL"
"1969",202107,74.6,-1,"IL"
"1970",202108,75.6,2.2,"IL"
"1971",202109,69.6,3.4,"IL"
"1972",202110,60.2,5.6,"IL"
"1973",202111,40.9,0.1,"IL"
"1974",202112,40.2,10.8,"IL"
"1975",202201,22.2,-3.1,"IL"
"1976",202202,28,-1.2,"IL"
"1977",202203,43.1,3.3,"IL"
"1978",202204,49.6,-1.9,"IL"
"1979",202205,65.3,3.2,"IL"
"1980",202206,73.5,2.1,"IL"
"1981",202207,75.8,0.2,"IL"
"1982",202208,73.6,0.2,"IL"
"1983",202209,67,0.8,"IL"
"1984",202210,53.3,-1.3,"IL"
"1985",202211,43,2.2,"IL"
"1986",202212,30.3,0.9,"IL"
"1987",202301,34.4,9.1,"IL"
"1988",202302,36.3,7.1,"IL"
"1989",202303,40.9,1.1,"IL"
"1990",202304,53.4,1.9,"IL"
"1991",202305,64.2,2.1,"IL"
"1992",202306,71.5,0.1,"IL"
"1993",202307,75.3,-0.3,"IL"
"1994",202308,73.5,0.1,"IL"
"1995",202309,68.3,2.1,"IL"
"1996",202310,56.6,2,"IL"
"1997",202311,43,2.2,"IL"
"1998",202312,39.6,10.2,"IL"
"1999",202401,26.6,1.3,"IL"
"2000",202402,41,11.8,"IL"
"2001",201001,23.9,-2.6,"IN"
"2002",201002,25.7,-3.7,"IN"
"2003",201003,43.6,4.1,"IN"
"2004",201004,57.3,6.7,"IN"
"2005",201005,64.3,3,"IN"
"2006",201006,74.1,3.6,"IN"
"2007",201007,76.4,1.9,"IN"
"2008",201008,75.6,3.3,"IN"
"2009",201009,67.2,1.5,"IN"
"2010",201010,56,2.1,"IN"
"2011",201011,42.8,1.7,"IN"
"2012",201012,24.3,-6,"IN"
"2013",201101,23.7,-2.8,"IN"
"2014",201102,31.2,1.8,"IN"
"2015",201103,41.7,2.2,"IN"
"2016",201104,53,2.4,"IN"
"2017",201105,62.1,0.8,"IN"
"2018",201106,72.2,1.7,"IN"
"2019",201107,78.8,4.3,"IN"
"2020",201108,73.1,0.8,"IN"
"2021",201109,63.6,-2.1,"IN"
"2022",201110,53.9,0,"IN"
"2023",201111,46.9,5.8,"IN"
"2024",201112,36.6,6.3,"IN"
"2025",201201,32.4,5.9,"IN"
"2026",201202,35.4,6,"IN"
"2027",201203,55,15.5,"IN"
"2028",201204,52.9,2.3,"IN"
"2029",201205,67.7,6.4,"IN"
"2030",201206,71.6,1.1,"IN"
"2031",201207,80.2,5.7,"IN"
"2032",201208,71.9,-0.4,"IN"
"2033",201209,64.2,-1.5,"IN"
"2034",201210,52.1,-1.8,"IN"
"2035",201211,40,-1.1,"IN"
"2036",201212,38.2,7.9,"IN"
"2037",201301,29.9,3.4,"IN"
"2038",201302,30.2,0.8,"IN"
"2039",201303,34.8,-4.7,"IN"
"2040",201304,50.8,0.2,"IN"
"2041",201305,64.4,3.1,"IN"
"2042",201306,70.8,0.3,"IN"
"2043",201307,72.3,-2.2,"IN"
"2044",201308,71.5,-0.8,"IN"
"2045",201309,66.9,1.2,"IN"
"2046",201310,54.3,0.4,"IN"
"2047",201311,39.2,-1.9,"IN"
"2048",201312,29.4,-0.9,"IN"
"2049",201401,19.4,-7.1,"IN"
"2050",201402,22,-7.4,"IN"
"2051",201403,34.1,-5.4,"IN"
"2052",201404,52.4,1.8,"IN"
"2053",201405,62.9,1.6,"IN"
"2054",201406,72.6,2.1,"IN"
"2055",201407,69.1,-5.4,"IN"
"2056",201408,72.4,0.1,"IN"
"2057",201409,64,-1.7,"IN"
"2058",201410,53.8,-0.1,"IN"
"2059",201411,35.6,-5.5,"IN"
"2060",201412,34.6,4.3,"IN"
"2061",201501,25.3,-1.2,"IN"
"2062",201502,19.3,-10.1,"IN"
"2063",201503,37.2,-2.3,"IN"
"2064",201504,52.9,2.3,"IN"
"2065",201505,65,3.7,"IN"
"2066",201506,71,0.5,"IN"
"2067",201507,72.9,-1.6,"IN"
"2068",201508,70.6,-1.7,"IN"
"2069",201509,68.8,3.1,"IN"
"2070",201510,55.6,1.7,"IN"
"2071",201511,46.6,5.5,"IN"
"2072",201512,42.5,12.2,"IN"
"2073",201601,27.5,1,"IN"
"2074",201602,33.9,4.5,"IN"
"2075",201603,47.3,7.8,"IN"
"2076",201604,52,1.4,"IN"
"2077",201605,60.6,-0.7,"IN"
"2078",201606,72.9,2.4,"IN"
"2079",201607,74.6,0.1,"IN"
"2080",201608,75.7,3.4,"IN"
"2081",201609,69.9,4.2,"IN"
"2082",201610,59.5,5.6,"IN"
"2083",201611,47,5.9,"IN"
"2084",201612,29.8,-0.5,"IN"
"2085",201701,33.8,7.3,"IN"
"2086",201702,41.3,11.9,"IN"
"2087",201703,42.6,3.1,"IN"
"2088",201704,57,6.4,"IN"
"2089",201705,60.9,-0.4,"IN"
"2090",201706,71.1,0.6,"IN"
"2091",201707,74.2,-0.3,"IN"
"2092",201708,70,-2.3,"IN"
"2093",201709,67.2,1.5,"IN"
"2094",201710,57.6,3.7,"IN"
"2095",201711,42.4,1.3,"IN"
"2096",201712,29.6,-0.7,"IN"
"2097",201801,24.5,-2,"IN"
"2098",201802,35.1,5.7,"IN"
"2099",201803,38.2,-1.3,"IN"
"2100",201804,45.1,-5.5,"IN"
"2101",201805,69.7,8.4,"IN"
"2102",201806,73.4,2.9,"IN"
"2103",201807,74.1,-0.4,"IN"
"2104",201808,74,1.7,"IN"
"2105",201809,69.9,4.2,"IN"
"2106",201810,54.9,1,"IN"
"2107",201811,36.8,-4.3,"IN"
"2108",201812,35.4,5.1,"IN"
"2109",201901,27,0.5,"IN"
"2110",201902,32.3,2.9,"IN"
"2111",201903,37.2,-2.3,"IN"
"2112",201904,52.2,1.6,"IN"
"2113",201905,62.6,1.3,"IN"
"2114",201906,69.9,-0.6,"IN"
"2115",201907,76.3,1.8,"IN"
"2116",201908,72.3,0,"IN"
"2117",201909,70.8,5.1,"IN"
"2118",201910,55.5,1.6,"IN"
"2119",201911,36.5,-4.6,"IN"
"2120",201912,36.2,5.9,"IN"
"2121",202001,34.3,7.8,"IN"
"2122",202002,32.8,3.4,"IN"
"2123",202003,44.6,5.1,"IN"
"2124",202004,48.9,-1.7,"IN"
"2125",202005,59.7,-1.6,"IN"
"2126",202006,72.1,1.6,"IN"
"2127",202007,76.5,2,"IN"
"2128",202008,72,-0.3,"IN"
"2129",202009,65.2,-0.5,"IN"
"2130",202010,53.1,-0.8,"IN"
"2131",202011,46.7,5.6,"IN"
"2132",202012,33.6,3.3,"IN"
"2133",202101,30.5,4,"IN"
"2134",202102,23.7,-5.7,"IN"
"2135",202103,45.8,6.3,"IN"
"2136",202104,51.9,1.3,"IN"
"2137",202105,59.6,-1.7,"IN"
"2138",202106,72.7,2.2,"IN"
"2139",202107,73.7,-0.8,"IN"
"2140",202108,75,2.7,"IN"
"2141",202109,68.4,2.7,"IN"
"2142",202110,60.2,6.3,"IN"
"2143",202111,40,-1.1,"IN"
"2144",202112,40.5,10.2,"IN"
"2145",202201,24.3,-2.2,"IN"
"2146",202202,29.8,0.4,"IN"
"2147",202203,43.7,4.2,"IN"
"2148",202204,49.3,-1.3,"IN"
"2149",202205,64.9,3.6,"IN"
"2150",202206,72.1,1.6,"IN"
"2151",202207,75.3,0.8,"IN"
"2152",202208,73,0.7,"IN"
"2153",202209,66.1,0.4,"IN"
"2154",202210,52.8,-1.1,"IN"
"2155",202211,43.1,2,"IN"
"2156",202212,31.7,1.4,"IN"
"2157",202301,36.4,9.9,"IN"
"2158",202302,38.3,8.9,"IN"
"2159",202303,41,1.5,"IN"
"2160",202304,52.8,2.2,"IN"
"2161",202305,62.1,0.8,"IN"
"2162",202306,69.3,-1.2,"IN"
"2163",202307,74.3,-0.2,"IN"
"2164",202308,71.8,-0.5,"IN"
"2165",202309,67.1,1.4,"IN"
"2166",202310,56.4,2.5,"IN"
"2167",202311,43.1,2,"IN"
"2168",202312,39.9,9.6,"IN"
"2169",202401,27.8,1.3,"IN"
"2170",202402,39.8,10.4,"IN"
"2171",201001,13.6,-4.1,"IO"
"2172",201002,17.3,-5.4,"IO"
"2173",201003,38.4,3.8,"IO"
"2174",201004,55.2,7.1,"IO"
"2175",201005,59.9,0.1,"IO"
"2176",201006,70.8,1.7,"IO"
"2177",201007,74.6,0.7,"IO"
"2178",201008,74.4,3,"IO"
"2179",201009,63.1,0.1,"IO"
"2180",201010,53.9,2.5,"IO"
"2181",201011,38,2.3,"IO"
"2182",201012,19.1,-3.6,"IO"
"2183",201101,14.8,-2.9,"IO"
"2184",201102,22.6,-0.1,"IO"
"2185",201103,35.1,0.5,"IO"
"2186",201104,47.6,-0.5,"IO"
"2187",201105,59.1,-0.7,"IO"
"2188",201106,69.6,0.5,"IO"
"2189",201107,78,4.1,"IO"
"2190",201108,72,0.6,"IO"
"2191",201109,60.2,-2.8,"IO"
"2192",201110,53.4,2,"IO"
"2193",201111,39.4,3.7,"IO"
"2194",201112,29.1,6.4,"IO"
"2195",201201,26.5,8.8,"IO"
"2196",201202,29.6,6.9,"IO"
"2197",201203,51.6,17,"IO"
"2198",201204,52.4,4.3,"IO"
"2199",201205,65,5.2,"IO"
"2200",201206,71.4,2.3,"IO"
"2201",201207,79.6,5.7,"IO"
"2202",201208,71,-0.4,"IO"
"2203",201209,62.1,-0.9,"IO"
"2204",201210,48.8,-2.6,"IO"
"2205",201211,39.2,3.5,"IO"
"2206",201212,27.7,5,"IO"
"2207",201301,22,4.3,"IO"
"2208",201302,24.2,1.5,"IO"
"2209",201303,29,-5.6,"IO"
"2210",201304,43.8,-4.3,"IO"
"2211",201305,59,-0.8,"IO"
"2212",201306,68.9,-0.2,"IO"
"2213",201307,72.3,-1.6,"IO"
"2214",201308,71.9,0.5,"IO"
"2215",201309,67,4,"IO"
"2216",201310,50.5,-0.9,"IO"
"2217",201311,33.9,-1.8,"IO"
"2218",201312,17.4,-5.3,"IO"
"2219",201401,14.2,-3.5,"IO"
"2220",201402,13.2,-9.5,"IO"
"2221",201403,29.7,-4.9,"IO"
"2222",201404,47.5,-0.6,"IO"
"2223",201405,60,0.2,"IO"
"2224",201406,70.2,1.1,"IO"
"2225",201407,68.8,-5.1,"IO"
"2226",201408,71.2,-0.2,"IO"
"2227",201409,62,-1,"IO"
"2228",201410,51.2,-0.2,"IO"
"2229",201411,29.3,-6.4,"IO"
"2230",201412,28.2,5.5,"IO"
"2231",201501,21.6,3.9,"IO"
"2232",201502,14.5,-8.2,"IO"
"2233",201503,37.3,2.7,"IO"
"2234",201504,51.1,3,"IO"
"2235",201505,60,0.2,"IO"
"2236",201506,69.4,0.3,"IO"
"2237",201507,72,-1.9,"IO"
"2238",201508,68.9,-2.5,"IO"
"2239",201509,68.4,5.4,"IO"
"2240",201510,53,1.6,"IO"
"2241",201511,42,6.3,"IO"
"2242",201512,33,10.3,"IO"
"2243",201601,19.6,1.9,"IO"
"2244",201602,28.6,5.9,"IO"
"2245",201603,42.4,7.8,"IO"
"2246",201604,50.1,2,"IO"
"2247",201605,59.5,-0.3,"IO"
"2248",201606,73,3.9,"IO"
"2249",201607,72.8,-1.1,"IO"
"2250",201608,72,0.6,"IO"
"2251",201609,67.3,4.3,"IO"
"2252",201610,55.3,3.9,"IO"
"2253",201611,45.1,9.4,"IO"
"2254",201612,22.9,0.2,"IO"
"2255",201701,24.2,6.5,"IO"
"2256",201702,34.5,11.8,"IO"
"2257",201703,37.5,2.9,"IO"
"2258",201704,51.1,3,"IO"
"2259",201705,58.5,-1.3,"IO"
"2260",201706,71.1,2,"IO"
"2261",201707,74.7,0.8,"IO"
"2262",201708,67.8,-3.6,"IO"
"2263",201709,66.7,3.7,"IO"
"2264",201710,53.3,1.9,"IO"
"2265",201711,36.2,0.5,"IO"
"2266",201712,24.4,1.7,"IO"
"2267",201801,17.8,0.1,"IO"
"2268",201802,20.5,-2.2,"IO"
"2269",201803,35.2,0.6,"IO"
"2270",201804,39.3,-8.8,"IO"
"2271",201805,67,7.2,"IO"
"2272",201806,73.1,4,"IO"
"2273",201807,73.1,-0.8,"IO"
"2274",201808,71.8,0.4,"IO"
"2275",201809,65.9,2.9,"IO"
"2276",201810,48.2,-3.2,"IO"
"2277",201811,30,-5.7,"IO"
"2278",201812,28,5.3,"IO"
"2279",201901,18.7,1,"IO"
"2280",201902,15.3,-7.4,"IO"
"2281",201903,31.1,-3.5,"IO"
"2282",201904,49.2,1.1,"IO"
"2283",201905,56.6,-3.2,"IO"
"2284",201906,69.3,0.2,"IO"
"2285",201907,75.1,1.2,"IO"
"2286",201908,69.6,-1.8,"IO"
"2287",201909,68.2,5.2,"IO"
"2288",201910,47.1,-4.3,"IO"
"2289",201911,32.4,-3.3,"IO"
"2290",201912,29.2,6.5,"IO"
"2291",202001,23.1,5.4,"IO"
"2292",202002,24.9,2.2,"IO"
"2293",202003,40.3,5.7,"IO"
"2294",202004,46.7,-1.4,"IO"
"2295",202005,57.6,-2.2,"IO"
"2296",202006,72.9,3.8,"IO"
"2297",202007,75.3,1.4,"IO"
"2298",202008,71.9,0.5,"IO"
"2299",202009,61.9,-1.1,"IO"
"2300",202010,46,-5.4,"IO"
"2301",202011,42,6.3,"IO"
"2302",202012,27.2,4.5,"IO"
"2303",202101,23.9,6.2,"IO"
"2304",202102,12.5,-10.2,"IO"
"2305",202103,42.3,7.7,"IO"
"2306",202104,49.3,1.2,"IO"
"2307",202105,59,-0.8,"IO"
"2308",202106,73.5,4.4,"IO"
"2309",202107,73.4,-0.5,"IO"
"2310",202108,72.9,1.5,"IO"
"2311",202109,66.6,3.6,"IO"
"2312",202110,55.5,4.1,"IO"
"2313",202111,39.2,3.5,"IO"
"2314",202112,31.9,9.2,"IO"
"2315",202201,14.9,-2.8,"IO"
"2316",202202,21.3,-1.4,"IO"
"2317",202203,37.1,2.5,"IO"
"2318",202204,43.8,-4.3,"IO"
"2319",202205,61.3,1.5,"IO"
"2320",202206,71.6,2.5,"IO"
"2321",202207,74.2,0.3,"IO"
"2322",202208,72,0.6,"IO"
"2323",202209,65.1,2.1,"IO"
"2324",202210,50.4,-1,"IO"
"2325",202211,37.1,1.4,"IO"
"2326",202212,21.3,-1.4,"IO"
"2327",202301,24.2,6.5,"IO"
"2328",202302,26.2,3.5,"IO"
"2329",202303,34,-0.6,"IO"
"2330",202304,49.3,1.2,"IO"
"2331",202305,62.8,3,"IO"
"2332",202306,71.3,2.2,"IO"
"2333",202307,72,-1.9,"IO"
"2334",202308,72.5,1.1,"IO"
"2335",202309,67.2,4.2,"IO"
"2336",202310,53.4,2,"IO"
"2337",202311,38.9,3.2,"IO"
"2338",202312,34.5,11.8,"IO"
"2339",202401,20.1,2.4,"IO"
"2340",202402,37.6,14.9,"IO"
"2341",201001,27.2,-1.4,"KS"
"2342",201002,29.9,-3.7,"KS"
"2343",201003,44.2,1.8,"KS"
"2344",201004,57.8,4.3,"KS"
"2345",201005,62.1,-1.3,"KS"
"2346",201006,77,3.6,"KS"
"2347",201007,79.6,0.7,"KS"
"2348",201008,79.7,2.4,"KS"
"2349",201009,70.8,2.2,"KS"
"2350",201010,59.1,2.6,"KS"
"2351",201011,43.6,1.6,"KS"
"2352",201012,32.3,0.8,"KS"
"2353",201101,27.3,-1.3,"KS"
"2354",201102,30.2,-3.4,"KS"
"2355",201103,44.1,1.7,"KS"
"2356",201104,55.2,1.7,"KS"
"2357",201105,62.6,-0.8,"KS"
"2358",201106,76.8,3.4,"KS"
"2359",201107,84.9,6,"KS"
"2360",201108,80.9,3.6,"KS"
"2361",201109,66.2,-2.4,"KS"
"2362",201110,57.5,1,"KS"
"2363",201111,43.7,1.7,"KS"
"2364",201112,33.1,1.6,"KS"
"2365",201201,36.1,7.5,"KS"
"2366",201202,37.1,3.5,"KS"
"2367",201203,55.5,13.1,"KS"
"2368",201204,59.2,5.7,"KS"
"2369",201205,69,5.6,"KS"
"2370",201206,77.5,4.1,"KS"
"2371",201207,84.4,5.5,"KS"
"2372",201208,76.5,-0.8,"KS"
"2373",201209,68.2,-0.4,"KS"
"2374",201210,54,-2.5,"KS"
"2375",201211,46.5,4.5,"KS"
"2376",201212,34.6,3.1,"KS"
"2377",201301,32.3,3.7,"KS"
"2378",201302,33.6,0,"KS"
"2379",201303,40.3,-2.1,"KS"
"2380",201304,48.4,-5.1,"KS"
"2381",201305,63.3,-0.1,"KS"
"2382",201306,75.2,1.8,"KS"
"2383",201307,77.2,-1.7,"KS"
"2384",201308,76.5,-0.8,"KS"
"2385",201309,72.1,3.5,"KS"
"2386",201310,55.2,-1.3,"KS"
"2387",201311,41.3,-0.7,"KS"
"2388",201312,29.2,-2.3,"KS"
"2389",201401,29.6,1,"KS"
"2390",201402,27.8,-5.8,"KS"
"2391",201403,40.6,-1.8,"KS"
"2392",201404,54,0.5,"KS"
"2393",201405,64.7,1.3,"KS"
"2394",201406,73.6,0.2,"KS"
"2395",201407,75.4,-3.5,"KS"
"2396",201408,78.3,1,"KS"
"2397",201409,68.2,-0.4,"KS"
"2398",201410,58.9,2.4,"KS"
"2399",201411,38.5,-3.5,"KS"
"2400",201412,34.6,3.1,"KS"
"2401",201501,32.1,3.5,"KS"
"2402",201502,31.2,-2.4,"KS"
"2403",201503,46.8,4.4,"KS"
"2404",201504,56.4,2.9,"KS"
"2405",201505,61.7,-1.7,"KS"
"2406",201506,75.8,2.4,"KS"
"2407",201507,78.9,0,"KS"
"2408",201508,75.2,-2.1,"KS"
"2409",201509,74.2,5.6,"KS"
"2410",201510,59.2,2.7,"KS"
"2411",201511,46.5,4.5,"KS"
"2412",201512,37.6,6.1,"KS"
"2413",201601,32,3.4,"KS"
"2414",201602,40.8,7.2,"KS"
"2415",201603,49.7,7.3,"KS"
"2416",201604,56.3,2.8,"KS"
"2417",201605,61.6,-1.8,"KS"
"2418",201606,77.5,4.1,"KS"
"2419",201607,79.7,0.8,"KS"
"2420",201608,76.4,-0.9,"KS"
"2421",201609,70.8,2.2,"KS"
"2422",201610,61.5,5,"KS"
"2423",201611,49.9,7.9,"KS"
"2424",201612,29.8,-1.7,"KS"
"2425",201701,33,4.4,"KS"
"2426",201702,43.1,9.5,"KS"
"2427",201703,48.9,6.5,"KS"
"2428",201704,55.6,2.1,"KS"
"2429",201705,62.2,-1.2,"KS"
"2430",201706,75.1,1.7,"KS"
"2431",201707,80.1,1.2,"KS"
"2432",201708,73.1,-4.2,"KS"
"2433",201709,70.5,1.9,"KS"
"2434",201710,57.6,1.1,"KS"
"2435",201711,45.2,3.2,"KS"
"2436",201712,33.6,2.1,"KS"
"2437",201801,29.9,1.3,"KS"
"2438",201802,31.9,-1.7,"KS"
"2439",201803,45.9,3.5,"KS"
"2440",201804,47.6,-5.9,"KS"
"2441",201805,71.1,7.7,"KS"
"2442",201806,78.2,4.8,"KS"
"2443",201807,78.7,-0.2,"KS"
"2444",201808,75.7,-1.6,"KS"
"2445",201809,70.1,1.5,"KS"
"2446",201810,53.6,-2.9,"KS"
"2447",201811,38.2,-3.8,"KS"
"2448",201812,34.3,2.8,"KS"
"2449",201901,31.3,2.7,"KS"
"2450",201902,27.9,-5.7,"KS"
"2451",201903,39.4,-3,"KS"
